"V1","V2","V3","V4","V5"
1,"3PL",0.94854230526799,0.460828258324489,0.169814630342255
2,"3PL",0.981220279814497,-0.872446339516118,0.1254025450302
3,"3PL",0.984221470274955,-0.289471260747984,0.233514722737021
4,"3PL",1.15937186343297,-0.0793622717325389,0.170429334792049
5,"3PL",1.40561413495229,0.295219289185628,0.125804063641076
6,"3PL",0.903263810808063,0.407441857056841,0.0845280666328671
7,"3PL",1.75601368884806,1.48122353401497,0.219587545181949
8,"3PL",0.70214318484883,-0.735411037502065,0.273870990114047
9,"3PL",1.31617498380232,0.0288500268363953,0.137439884469704
10,"3PL",1.41778185487992,0.833179007688686,0.318400135770459
11,"3PL",1.19024417950957,1.13281094374351,0.162322670974664
12,"3PL",1.3980817828313,0.543112793001383,0.311939501791268
13,"3PL",2.19322807069114,2.58741726417236,0.200229924649525
14,"3PL",1.41083888713786,2.56846024245501,0.23457831021292
15,"3PL",1.03675289752917,0.0681714685324579,0.21121879357954
16,"3PL",1.65763473866324,1.63189145400301,0.245539850289921
17,"3PL",1.04772383067907,0.0663306948246062,0.19624414089141
18,"3PL",0.860851671777606,1.9778448504097,0.261936863625279
19,"3PL",0.712509652873397,0.530096251006499,0.103265070806688
20,"3PL",1.4825805107508,1.76610580005288,0.291935314360189
21,"3PL",1.22268037625678,0.576787673362568,0.125921508068592
22,"3PL",1.12800097850285,-0.676776051332653,0.0956729304460872
23,"3PL",1.18835231172121,1.21734852175929,0.277383968165556
24,"3PL",1.32875838570257,1.21255493208304,0.138257736081889
25,"3PL",1.06055400149417,-0.633031301756799,0.234671323319077
26,"3PL",1.45248448189452,-1.09032027795516,0.0906269216223859
27,"3PL",1.76931431313719,-0.349823453518525,0.211092062364811
28,"3PL",1.06544554218723,-0.833109573108852,0.12440687073726
29,"3PL",1.27693591078578,1.31522534744896,0.176805621947219
30,"3PL",0.731633953833237,1.53833683326393,0.174820139448005
31,"3PL",1.17404537822759,-0.0634090630990267,0.162056721743853
32,"3PL",1.10626119537979,0.129113284002915,0.0945680600366558
33,"3PL",0.406692128576726,-0.98559794216834,0.181827678008967
34,"3PL",0.25132246472469,-0.845375188434571,0.301117888570956
35,"3PL",1.75344479209174,0.318985990942344,0.190893409604281
36,"3PL",1.64477919046527,1.85229866270863,0.274991139466429
