ITEM001,6,3.602154424,0.341590477,1.089526072,1.960101137,
ITEM002,6,3.450410495,0.491153717,1.330039125,2.155174107,
ITEM003,6,3.336557321,0.621315126,1.243248269,2.061498089,
ITEM004,6,3.355281585,-0.189661494,0.598082678,1.574890227,
ITEM005,6,3.550926526,0.539419502,1.046026173,1.865002318,
ITEM006,6,2.848238967,0.368046614,1.064124599,1.853261723,
ITEM007,6,2.734496349,-0.568743416,0.472129973,1.671720286,
ITEM008,6,1.429989033,0.320318111,1.385259719,2.740601959,4.65733368
ITEM009,6,1.802625004,-0.038267518,0.878662997,2.112579626,3.045698233
ITEM010,6,2.98577135,0.566154229,1.30206069,2.149592349,3.060771963
ITEM011,6,1.723516747,0.010386304,1.168486548,2.202962308,3.108540265
ITEM012,6,2.232087057,-0.300391224,0.737308224,1.859788698,2.924760155
ITEM013,6,1.830022934,0.331869662,0.982099629,1.88726965,3.023500549
ITEM014,6,1.950650211,-0.026536872,0.879210229,2.01450586,3.240671706
ITEM015,6,2.86022933,0.436142065,1.126857185,2.029539791,2.777843524
ITEM016,5,3.031843291,-0.515403306,0.315552225,1.351649779,
ITEM017,5,2.581908171,1.147045038,1.816656936,2.716464092,
ITEM018,5,1.709174544,-0.039580872,0.883627876,2.001631004,
ITEM019,5,3.183199296,0.485880399,1.263177431,2.111117027,
ITEM020,5,3.259513187,0.36439509,1.033807995,1.780489934,
ITEM021,5,1.270496093,0.57192503,1.458976726,2.677899222,
ITEM022,5,3.398137335,-0.216635014,0.632130403,1.644448277,
ITEM023,5,2.536509619,-0.238962044,0.677809277,1.795603462,2.900681986
ITEM024,5,3.043341175,-0.331563499,0.555866284,1.455912232,2.339869585
ITEM025,5,1.515700532,-0.829842308,0.086909114,1.167730374,2.379727909
ITEM026,5,2.411661091,-0.461824405,0.398353269,1.363589367,2.402821063
ITEM027,5,3.605610603,-0.231778391,0.595227126,1.563458071,2.499054143
ITEM028,5,3.150326641,-0.509403663,0.310666944,1.250222978,2.296618427
ITEM029,5,3.102733402,0.074362597,0.940888151,1.847719764,2.775704348
ITEM030,5,2.167334023,-0.216635014,0.677809277,1.167730374,2.339869585
ITEM031,4,-0.238962044,0.677809277,1.795603462,2.900681986,
ITEM032,4,-0.331563499,0.555866284,1.455912232,2.339869585,
ITEM033,4,-0.829842308,0.086909114,1.167730374,2.379727909,
ITEM034,4,-0.461824405,0.398353269,1.363589367,2.402821063,
ITEM035,4,-0.231778391,0.595227126,1.563458071,2.499054143,
ITEM036,4,-0.509403663,0.310666944,1.250222978,2.296618427,
ITEM037,4,0.074362597,0.940888151,1.847719764,2.775704348,
ITEM038,4,-0.216635014,0.677809277,1.167730374,2.339869585,
ITEM039,4,0.074362597,0.940888151,1.847719764,,
ITEM040,4,-0.216635014,0.677809277,1.167730374,,
ITEM041,3,1.188487856,0.9270022,0.209639539,,
ITEM042,3,1.513128386,-1.671411921,0.237697554,,
ITEM043,3,1.37964809,0.051931995,0.170757326,,
ITEM044,3,1.335328946,-0.286323136,0.170974011,,
ITEM045,3,1.077832693,-0.011826486,0.179238299,,
ITEM046,3,0.967450425,-0.457556079,0.257753078,,
ITEM047,3,1.171877225,-1.246734427,0.182071912,,
ITEM048,3,1.376376297,0.594808297,0.176152268,,
ITEM049,3,1.363187976,0.267645577,0.260670477,,
ITEM050,3,1.147807967,-2.156414898,0.265183802,,
ITEM051,2,1.052506288,1.929719298,,,
ITEM052,2,1.171510165,0.453522276,,,
ITEM053,2,1.465020354,1.145365904,,,
ITEM054,2,1.055089626,1.186623574,,,
ITEM055,2,1.169646113,0.212991847,,,
ITEM056,2,1.031028993,2.056543801,,,
ITEM057,2,1.093639556,-0.162980632,,,
ITEM058,2,1.059644797,-0.169167902,,,
ITEM059,2,1.13039469,-0.393394093,,,
ITEM060,2,1.439605059,0.525199264,,,
ITEM061,1,-3.105082626,,,,
ITEM062,1,-2.385316328,,,,
ITEM063,1,1.022736412,,,,
ITEM064,1,-1.502582221,,,,
ITEM065,1,0.734963179,,,,
ITEM066,1,0.116719547,,,,
ITEM067,1,0.522514593,,,,
ITEM068,1,0.000356655,,,,
ITEM069,1,-0.010478252,,,,
ITEM070,1,-0.184337098,,,,
