"V1","V2","V3","V4","V5"
1,"3PL",0.930065451985538,0.639508134447113,0.210121758019789
2,"3PL",1.05425280719164,1.08004999658041,0.193999701938575
3,"3PL",0.947268266964585,1.79655637830332,0.238265722333418
4,"3PL",0.992846384073109,0.491948316933066,0.22729081689227
5,"3PL",2.03101786776818,1.96727234280199,0.188755041241167
6,"3PL",1.44371399173015,1.61392219730727,0.238713640903636
7,"3PL",1.38788279534413,1.83848355214052,0.227449060127882
8,"3PL",1.45703476312503,-0.135615062262416,0.193748677857312
9,"3PL",1.03514270310023,0.292230143007934,0.256868409173283
10,"3PL",1.04051974834311,-2.01197226203315,0.15803618560728
11,"3PL",2.05701181339477,1.40520361848056,0.183750445241173
12,"3PL",1.1551189518889,0.383095361882895,0.205025234734877
13,"3PL",1.78906066262293,-0.304976870473176,0.16026415420655
14,"3PL",0.922317020141587,1.06066701873541,0.190536303903514
15,"3PL",1.4367494362444,0.824429738523737,0.162206283212383
16,"3PL",1.43325969059132,-0.377130398060754,0.327127526693324
17,"3PL",1.5465186978876,0.950659551157355,0.186374367223746
18,"3PL",1.29425109221867,-0.978561111593768,0.160726841999534
19,"3PL",0.737046845822632,-2.10023383178465,0.158194698046434
20,"3PL",0.527879884941891,-0.0531900953900814,0.241135710333419
21,"3PL",1.74623475169905,0.430101423117444,0.203524791338242
22,"3PL",2.08792390851782,0.624771690058336,0.348139826306057
23,"3PL",1.47836083537246,0.97815274440445,0.277005664859211
24,"3PL",1.27799628814897,-1.98665252292886,0.204789253259506
25,"3PL",1.95473144978774,0.548682032522708,0.293924594039611
26,"3PL",1.11264864627892,-0.895456353662908,0.0668871279504336
27,"3PL",1.16333537257133,-1.69119371990971,0.158558862581699
28,"3PL",1.28505351801513,-1.84321606872208,0.197103478135715
29,"3PL",0.891902809653595,-0.594387191419899,0.0821179809262979
30,"3PL",0.901424400656298,1.97507966827974,0.409665049179273
31,"3PL",0.580280905080169,-0.981928739371151,0.206862546536328
32,"3PL",0.965882448403254,0.233357697467804,0.203679286285917
33,"3PL",1.50465842889518,-0.382919281117022,0.188559453855654
34,"3PL",2.18520620736817,0.618503940192685,0.276607313092201
35,"3PL",1.16227335259934,0.331009702228308,0.226480280821439
36,"3PL",0.871121257314429,-1.26090107921831,0.119437457611396
37,"3PL",1.46827480061495,-0.110457149321437,0.074638054193588
